RepRapFirmware height map file v2 generated at 2020-01-06 22:41, min error -0.053, max error 0.025, mean -0.012, deviation 0.030
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
27.00,353.00,0.00,298.00,-1.00,298.00,298.00,2,2
 -0.053, -0.029
  0.025,  0.007
